time	voltage
1027.30	-57.86
1027.40	-57.88
1027.50	-57.90
1027.60	-57.92
1027.70	-57.94
1027.80	-57.95
1027.90	-57.97
1028.00	-57.99
1028.10	-58.01
1028.20	-58.02
1028.30	-58.04
1028.40	-58.06
1028.50	-58.08
1028.60	-58.09
1028.70	-58.11
1028.80	-58.13
1028.90	-58.15
1029.00	-58.16
1029.10	-58.18
1029.20	-58.20
1029.30	-58.21
1029.40	-58.23
1029.50	-58.25
1029.60	-58.27
1029.70	-58.28
1029.80	-58.30
1029.90	-58.31
1030.00	-58.33
1030.10	-58.35
1030.20	-58.36
1030.30	-58.38
1030.40	-58.40
1030.50	-58.41
1030.60	-58.43
1030.70	-58.44
1030.80	-58.46
1030.90	-58.48
1031.00	-58.49
1031.10	-58.51
1031.20	-58.52
1031.30	-58.54
1031.40	-58.56
1031.50	-58.57
1031.60	-58.59
1031.70	-58.60
1031.80	-58.62
1031.90	-58.63
1032.00	-58.65
1032.10	-58.66
1032.20	-58.68
1032.30	-58.69
1032.40	-58.71
1032.50	-58.72
1032.60	-58.74
1032.70	-58.75
1032.80	-58.77
1032.90	-58.78
1033.00	-58.80
1033.10	-58.81
1033.20	-58.82
1033.30	-58.84
1033.40	-58.85
1033.50	-58.87
1033.60	-58.88
1033.70	-58.90
1033.80	-58.91
1033.90	-58.92
1034.00	-58.94
1034.10	-58.95
1034.20	-58.97
1034.30	-58.98
1034.40	-58.99
1034.50	-59.01
1034.60	-59.02
1034.70	-59.04
1034.80	-59.05
1034.90	-59.06
1035.00	-59.08
1035.10	-59.09
1035.20	-59.10
1035.30	-59.12
1035.40	-59.13
1035.50	-59.14
1035.60	-59.16
1035.70	-59.17
1035.80	-59.18
1035.90	-59.19
1036.00	-59.21
1036.10	-59.22
1036.20	-59.23
1036.30	-59.25
1036.40	-59.26
1036.50	-59.27
1036.60	-59.28
1036.70	-59.30
1036.80	-59.31
1036.90	-59.32
1037.00	-59.33
1037.10	-59.35
1037.20	-59.36
1037.30	-59.37
1037.40	-59.38
1037.50	-59.40
1037.60	-59.41
1037.70	-59.42
1037.80	-59.43
1037.90	-59.44
1038.00	-59.46
1038.10	-59.47
1038.20	-59.48
1038.30	-59.49
1038.40	-59.50
1038.50	-59.51
1038.60	-59.53
1038.70	-59.54
1038.80	-59.55
1038.90	-59.56
1039.00	-59.57
1039.10	-59.58
1039.20	-59.60
1039.30	-59.61
1039.40	-59.62
1039.50	-59.63
1039.60	-59.64
1039.70	-59.65
1039.80	-59.66
1039.90	-59.67
1040.00	-59.68
1040.10	-59.70
1040.20	-59.71
1040.30	-59.72
1040.40	-59.73
1040.50	-59.74
1040.60	-59.75
1040.70	-59.76
1040.80	-59.77
1040.90	-59.78
1041.00	-59.79
1041.10	-59.80
1041.20	-59.81
1041.30	-59.82
1041.40	-59.83
1041.50	-59.84
1041.60	-59.85
1041.70	-59.86
1041.80	-59.88
1041.90	-59.89
1042.00	-59.90
1042.10	-59.91
1042.20	-59.92
1042.30	-59.93
1042.40	-59.94
1042.50	-59.95
1042.60	-59.96
1042.70	-59.97
1042.80	-59.98
1042.90	-59.98
1043.00	-59.99
1043.10	-60.00
1043.20	-60.01
1043.30	-60.02
1043.40	-60.03
1043.50	-60.04
1043.60	-60.05
1043.70	-60.06
1043.80	-60.07
1043.90	-60.08
1044.00	-60.09
1044.10	-60.10
1044.20	-60.11
1044.30	-60.12
1044.40	-60.13
1044.50	-60.14
1044.60	-60.15
1044.70	-60.15
1044.80	-60.16
1044.90	-60.17
1045.00	-60.18
1045.10	-60.19
1045.20	-60.20
1045.30	-60.21
1045.40	-60.22
1045.50	-60.23
1045.60	-60.23
1045.70	-60.24
1045.80	-60.25
1045.90	-60.26
1046.00	-60.27
1046.10	-60.28
1046.20	-60.29
1046.30	-60.29
1046.40	-60.30
1046.50	-60.31
1046.60	-60.32
1046.70	-60.33
1046.80	-60.34
1046.90	-60.35
1047.00	-60.35
1047.10	-60.36
1047.20	-60.37
1047.30	-60.38
1047.40	-60.39
1047.50	-60.39
1047.60	-60.40
1047.70	-60.41
1047.80	-60.42
1047.90	-60.43
1048.00	-60.43
1048.10	-60.44
1048.20	-60.45
1048.30	-60.46
1048.40	-60.47
1048.50	-60.47
1048.60	-60.48
1048.70	-60.49
1048.80	-60.50
1048.90	-60.50
1049.00	-60.51
1049.10	-60.52
1049.20	-60.53
1049.30	-60.53
1049.40	-60.54
1049.50	-60.55
1049.60	-60.56
1049.70	-60.56
1049.80	-60.57
1049.90	-60.58
1050.00	-60.59
1050.10	-60.59
1050.20	-60.60
1050.30	-60.61
1050.40	-60.62
1050.50	-60.62
1050.60	-60.63
1050.70	-60.64
1050.80	-60.64
1050.90	-60.65
1051.00	-60.66
1051.10	-60.66
1051.20	-60.67
1051.30	-60.68
1051.40	-60.69
1051.50	-60.69
1051.60	-60.70
1051.70	-60.71
1051.80	-60.71
1051.90	-60.72
1052.00	-60.73
1052.10	-60.73
1052.20	-60.74
1052.30	-60.75
1052.40	-60.75
1052.50	-60.76
1052.60	-60.77
1052.70	-60.77
1052.80	-60.78
1052.90	-60.79
1053.00	-60.79
1053.10	-60.80
1053.20	-60.80
1053.30	-60.81
1053.40	-60.82
1053.50	-60.82
1053.60	-60.83
1053.70	-60.84
1053.80	-60.84
1053.90	-60.85
1054.00	-60.85
1054.10	-60.86
1054.20	-60.87
1054.30	-60.87
1054.40	-60.88
1054.50	-60.89
1054.60	-60.89
1054.70	-60.90
1054.80	-60.90
1054.90	-60.91
1055.00	-60.92
1055.10	-60.92
1055.20	-60.93
1055.30	-60.93
1055.40	-60.94
1055.50	-60.94
1055.60	-60.95
1055.70	-60.96
1055.80	-60.96
1055.90	-60.97
1056.00	-60.97
1056.10	-60.98
1056.20	-60.98
1056.30	-60.99
1056.40	-61.00
1056.50	-61.00
1056.60	-61.01
1056.70	-61.01
1056.80	-61.02
1056.90	-61.02
1057.00	-61.03
1057.10	-61.03
1057.20	-61.04
1057.30	-61.05
1057.40	-61.05
1057.50	-61.06
1057.60	-61.06
1057.70	-61.07
1057.80	-61.07
1057.90	-61.08
1058.00	-61.08
1058.10	-61.09
1058.20	-61.09
1058.30	-61.10
1058.40	-61.10
1058.50	-61.11
1058.60	-61.11
1058.70	-61.12
1058.80	-61.12
1058.90	-61.13
1059.00	-61.13
1059.10	-61.14
1059.20	-61.14
1059.30	-61.15
1059.40	-61.15
1059.50	-61.16
1059.60	-61.16
1059.70	-61.17
1059.80	-61.17
1059.90	-61.18
1060.00	-61.18
1060.10	-61.19
1060.20	-61.19
1060.30	-61.20
1060.40	-61.20
1060.50	-61.21
1060.60	-61.21
1060.70	-61.22
1060.80	-61.22
1060.90	-61.23
1061.00	-61.23
1061.10	-61.23
1061.20	-61.24
1061.30	-61.24
1061.40	-61.25
1061.50	-61.25
1061.60	-61.26
1061.70	-61.26
1061.80	-61.27
1061.90	-61.27
1062.00	-61.27
1062.10	-61.28
1062.20	-61.28
1062.30	-61.29
1062.40	-61.29
1062.50	-61.30
1062.60	-61.30
1062.70	-61.31
1062.80	-61.31
1062.90	-61.31
1063.00	-61.32
1063.10	-61.32
1063.20	-61.33
1063.30	-61.33
1063.40	-61.33
1063.50	-61.34
1063.60	-61.34
1063.70	-61.35
1063.80	-61.35
1063.90	-61.36
1064.00	-61.36
1064.10	-61.36
1064.20	-61.37
1064.30	-61.37
1064.40	-61.38
1064.50	-61.38
1064.60	-61.38
1064.70	-61.39
1064.80	-61.39
1064.90	-61.40
1065.00	-61.40
1065.10	-61.40
1065.20	-61.41
1065.30	-61.41
1065.40	-61.41
1065.50	-61.42
1065.60	-61.42
1065.70	-61.43
1065.80	-61.43
1065.90	-61.43
1066.00	-61.44
1066.10	-61.44
1066.20	-61.44
1066.30	-61.45
1066.40	-61.45
1066.50	-61.46
1066.60	-61.46
1066.70	-61.46
1066.80	-61.47
1066.90	-61.47
1067.00	-61.47
1067.10	-61.48
1067.20	-61.48
1067.30	-61.48
1067.40	-61.49
1067.50	-61.49
1067.60	-61.49
1067.70	-61.50
1067.80	-61.50
1067.90	-61.51
1068.00	-61.51
1068.10	-61.51
1068.20	-61.52
1068.30	-61.52
1068.40	-61.52
1068.50	-61.53
1068.60	-61.53
1068.70	-61.53
1068.80	-61.54
1068.90	-61.54
1069.00	-61.54
1069.10	-61.55
1069.20	-61.55
1069.30	-61.55
1069.40	-61.55
1069.50	-61.56
1069.60	-61.56
1069.70	-61.56
1069.80	-61.57
1069.90	-61.57
1070.00	-61.57
1070.10	-61.58
1070.20	-61.58
1070.30	-61.58
1070.40	-61.59
1070.50	-61.59
1070.60	-61.59
1070.70	-61.60
1070.80	-61.60
1070.90	-61.60
1071.00	-61.60
1071.10	-61.61
1071.20	-61.61
1071.30	-61.61
1071.40	-61.62
1071.50	-61.62
1071.60	-61.62
1071.70	-61.63
1071.80	-61.63
1071.90	-61.63
1072.00	-61.63
1072.10	-61.64
1072.20	-61.64
1072.30	-61.64
1072.40	-61.65
1072.50	-61.65
1072.60	-61.65
1072.70	-61.65
1072.80	-61.66
1072.90	-61.66
1073.00	-61.66
1073.10	-61.67
1073.20	-61.67
1073.30	-61.67
1073.40	-61.67
1073.50	-61.68
1073.60	-61.68
1073.70	-61.68
1073.80	-61.68
1073.90	-61.69
1074.00	-61.69
1074.10	-61.69
1074.20	-61.69
1074.30	-61.70
1074.40	-61.70
1074.50	-61.70
1074.60	-61.70
1074.70	-61.71
1074.80	-61.71
1074.90	-61.71
1075.00	-61.72
1075.10	-61.72
1075.20	-61.72
1075.30	-61.72
1075.40	-61.73
1075.50	-61.73
1075.60	-61.73
1075.70	-61.73
1075.80	-61.73
1075.90	-61.74
1076.00	-61.74
1076.10	-61.74
1076.20	-61.74
1076.30	-61.75
1076.40	-61.75
1076.50	-61.75
1076.60	-61.75
1076.70	-61.76
1076.80	-61.76
1076.90	-61.76
1077.00	-61.76
1077.10	-61.77
1077.20	-61.77
1077.30	-61.77
1077.40	-61.77
1077.50	-61.77
1077.60	-61.78
1077.70	-61.78
1077.80	-61.78
1077.90	-61.78
1078.00	-61.79
1078.10	-61.79
1078.20	-61.79
1078.30	-61.79
1078.40	-61.79
1078.50	-61.80
1078.60	-61.80
1078.70	-61.80
1078.80	-61.80
1078.90	-61.81
1079.00	-61.81
1079.10	-61.81
1079.20	-61.81
1079.30	-61.81
1079.40	-61.82
1079.50	-61.82
1079.60	-61.82
1079.70	-61.82
1079.80	-61.82
1079.90	-61.83
1080.00	-61.83
1080.10	-61.83
1080.20	-61.83
1080.30	-61.83
1080.40	-61.84
1080.50	-61.84
1080.60	-61.84
1080.70	-61.84
1080.80	-61.84
1080.90	-61.85
1081.00	-61.85
1081.10	-61.85
1081.20	-61.85
1081.30	-61.85
1081.40	-61.86
1081.50	-61.86
1081.60	-61.86
1081.70	-61.86
1081.80	-61.86
1081.90	-61.87
1082.00	-61.87
1082.10	-61.87
1082.20	-61.87
1082.30	-61.87
1082.40	-61.87
1082.50	-61.88
1082.60	-61.88
1082.70	-61.88
1082.80	-61.88
1082.90	-61.88
1083.00	-61.89
1083.10	-61.89
1083.20	-61.89
1083.30	-61.89
1083.40	-61.89
1083.50	-61.89
1083.60	-61.90
1083.70	-61.90
1083.80	-61.90
1083.90	-61.90
1084.00	-61.90
1084.10	-61.90
1084.20	-61.91
1084.30	-61.91
1084.40	-61.91
1084.50	-61.91
1084.60	-61.91
1084.70	-61.91
1084.80	-61.92
1084.90	-61.92
1085.00	-61.92
1085.10	-61.92
1085.20	-61.92
1085.30	-61.92
1085.40	-61.93
1085.50	-61.93
1085.60	-61.93
1085.70	-61.93
1085.80	-61.93
1085.90	-61.93
1086.00	-61.94
1086.10	-61.94
1086.20	-61.94
1086.30	-61.94
1086.40	-61.94
1086.50	-61.94
1086.60	-61.94
1086.70	-61.95
1086.80	-61.95
1086.90	-61.95
1087.00	-61.95
1087.10	-61.95
1087.20	-61.95
1087.30	-61.95
1087.40	-61.96
1087.50	-61.96
1087.60	-61.96
1087.70	-61.96
1087.80	-61.96
1087.90	-61.96
1088.00	-61.96
1088.10	-61.97
1088.20	-61.97
1088.30	-61.97
1088.40	-61.97
1088.50	-61.97
1088.60	-61.97
1088.70	-61.97
1088.80	-61.98
1088.90	-61.98
1089.00	-61.98
1089.10	-61.98
1089.20	-61.98
1089.30	-61.98
1089.40	-61.98
1089.50	-61.99
1089.60	-61.99
1089.70	-61.99
1089.80	-61.99
1089.90	-61.99
1090.00	-61.99
1090.10	-61.99
1090.20	-61.99
1090.30	-62.00
1090.40	-62.00
1090.50	-62.00
1090.60	-62.00
1090.70	-62.00
1090.80	-62.00
1090.90	-62.00
1091.00	-62.00
1091.10	-62.01
1091.20	-62.01
1091.30	-62.01
1091.40	-62.01
1091.50	-62.01
1091.60	-62.01
1091.70	-62.01
1091.80	-62.01
1091.90	-62.02
1092.00	-62.02
1092.10	-62.02
1092.20	-62.02
1092.30	-62.02
1092.40	-62.02
1092.50	-62.02
1092.60	-62.02
1092.70	-62.03
1092.80	-62.03
1092.90	-62.03
1093.00	-62.03
1093.10	-62.03
1093.20	-62.03
1093.30	-62.03
1093.40	-62.03
1093.50	-62.03
1093.60	-62.04
1093.70	-62.04
1093.80	-62.04
1093.90	-62.04
1094.00	-62.04
1094.10	-62.04
1094.20	-62.04
1094.30	-62.04
1094.40	-62.04
1094.50	-62.04
1094.60	-62.05
1094.70	-62.05
1094.80	-62.05
1094.90	-62.05
1095.00	-62.05
1095.10	-62.05
1095.20	-62.05
1095.30	-62.05
1095.40	-62.05
1095.50	-62.06
1095.60	-62.06
1095.70	-62.06
1095.80	-62.06
1095.90	-62.06
1096.00	-62.06
1096.10	-62.06
1096.20	-62.06
1096.30	-62.06
1096.40	-62.06
1096.50	-62.07
1096.60	-62.07
1096.70	-62.07
1096.80	-62.07
1096.90	-62.07
1097.00	-62.07
1097.10	-62.07
1097.20	-62.07
1097.30	-62.07
1097.40	-62.07
1097.50	-62.07
1097.60	-62.08
1097.70	-62.08
1097.80	-62.08
1097.90	-62.08
1098.00	-62.08
1098.10	-62.08
1098.20	-62.08
1098.30	-62.08
1098.40	-62.08
1098.50	-62.08
1098.60	-62.08
1098.70	-62.09
1098.80	-62.09
1098.90	-62.09
1099.00	-62.09
1099.10	-62.09
1099.20	-62.09
1099.30	-62.09
1099.40	-62.09
1099.50	-62.09
1099.60	-62.09
1099.70	-62.09
1099.80	-62.09
1099.90	-62.10
1100.00	-62.10
1100.10	-62.10
1100.20	-62.10
1100.30	-62.10
1100.40	-62.10
1100.50	-62.10
1100.60	-62.10
1100.70	-62.10
1100.80	-62.10
1100.90	-62.10
1101.00	-62.10
1101.10	-62.10
1101.20	-62.11
1101.30	-62.11
1101.40	-62.11
1101.50	-62.11
1101.60	-62.11
1101.70	-62.11
1101.80	-62.11
1101.90	-62.11
1102.00	-62.11
1102.10	-62.11
1102.20	-62.11
1102.30	-62.11
1102.40	-62.11
1102.50	-62.12
1102.60	-62.12
1102.70	-62.12
1102.80	-62.12
1102.90	-62.12
1103.00	-62.12
1103.10	-62.12
1103.20	-62.12
1103.30	-62.12
1103.40	-62.12
1103.50	-62.12
1103.60	-62.12
1103.70	-62.12
1103.80	-62.12
1103.90	-62.13
1104.00	-62.13
1104.10	-62.13
1104.20	-62.13
1104.30	-62.13
1104.40	-62.13
1104.50	-62.13
1104.60	-62.13
1104.70	-62.13
1104.80	-62.13
1104.90	-62.13
1105.00	-62.13
1105.10	-62.13
1105.20	-62.13
1105.30	-62.13
1105.40	-62.14
1105.50	-62.14
1105.60	-62.14
1105.70	-62.14
1105.80	-62.14
1105.90	-62.14
1106.00	-62.14
1106.10	-62.14
1106.20	-62.14
1106.30	-62.14
1106.40	-62.14
1106.50	-62.14
1106.60	-62.14
1106.70	-62.14
1106.80	-62.14
1106.90	-62.14
1107.00	-62.15
1107.10	-62.15
1107.20	-62.15
1107.30	-62.15
1107.40	-62.15
1107.50	-62.15
1107.60	-62.15
1107.70	-62.15
1107.80	-62.15
1107.90	-62.15
1108.00	-62.15
1108.10	-62.15
1108.20	-62.15
1108.30	-62.15
1108.40	-62.15
1108.50	-62.15
1108.60	-62.15
1108.70	-62.15
1108.80	-62.16
1108.90	-62.16
1109.00	-62.16
1109.10	-62.16
1109.20	-62.16
1109.30	-62.16
1109.40	-62.16
1109.50	-62.16
1109.60	-62.16
1109.70	-62.16
1109.80	-62.16
1109.90	-62.16
1110.00	-62.16
1110.10	-62.16
1110.20	-62.16
1110.30	-62.16
1110.40	-62.16
1110.50	-62.16
1110.60	-62.16
1110.70	-62.17
1110.80	-62.17
1110.90	-62.17
1111.00	-62.17
1111.10	-62.17
1111.20	-62.17
1111.30	-62.17
1111.40	-62.17
1111.50	-62.17
1111.60	-62.17
1111.70	-62.17
1111.80	-62.17
1111.90	-62.17
1112.00	-62.17
1112.10	-62.17
1112.20	-62.17
1112.30	-62.17
1112.40	-62.17
1112.50	-62.17
1112.60	-62.17
1112.70	-62.17
1112.80	-62.17
1112.90	-62.18
1113.00	-62.18
1113.10	-62.18
1113.20	-62.18
1113.30	-62.18
1113.40	-62.18
1113.50	-62.18
1113.60	-62.18
1113.70	-62.18
1113.80	-62.18
1113.90	-62.18
1114.00	-62.18
1114.10	-62.18
1114.20	-62.18
1114.30	-62.18
1114.40	-62.18
1114.50	-62.18
1114.60	-62.18
1114.70	-62.18
1114.80	-62.18
1114.90	-62.18
1115.00	-62.18
1115.10	-62.18
1115.20	-62.19
1115.30	-62.19
1115.40	-62.19
1115.50	-62.19
1115.60	-62.19
1115.70	-62.19
1115.80	-62.19
1115.90	-62.19
1116.00	-62.19
1116.10	-62.19
1116.20	-62.19
1116.30	-62.19
1116.40	-62.19
1116.50	-62.19
1116.60	-62.19
1116.70	-62.19
1116.80	-62.19
1116.90	-62.19
1117.00	-62.19
1117.10	-62.19
1117.20	-62.19
1117.30	-62.19
1117.40	-62.19
1117.50	-62.19
1117.60	-62.19
1117.70	-62.19
1117.80	-62.19
1117.90	-62.20
1118.00	-62.20
1118.10	-62.20
1118.20	-62.20
1118.30	-62.20
1118.40	-62.20
1118.50	-62.20
1118.60	-62.20
1118.70	-62.20
1118.80	-62.20
1118.90	-62.20
1119.00	-62.20
1119.10	-62.20
1119.20	-62.20
1119.30	-62.20
1119.40	-62.20
1119.50	-62.20
1119.60	-62.20
1119.70	-62.20
1119.80	-62.20
1119.90	-62.20
1120.00	-62.20
1120.10	-62.20
1120.20	-62.20
1120.30	-62.20
1120.40	-62.20
1120.50	-62.20
1120.60	-62.20
1120.70	-62.20
1120.80	-62.20
1120.90	-62.20
1121.00	-62.21
1121.10	-62.21
1121.20	-62.21
1121.30	-62.21
1121.40	-62.21
1121.50	-62.21
1121.60	-62.21
1121.70	-62.21
1121.80	-62.21
1121.90	-62.21
1122.00	-62.21
1122.10	-62.21
1122.20	-62.21
1122.30	-62.21
1122.40	-62.21
1122.50	-62.21
1122.60	-62.21
1122.70	-62.21
1122.80	-62.21
1122.90	-62.21
1123.00	-62.21
1123.10	-62.21
1123.20	-62.21
1123.30	-62.21
1123.40	-62.21
1123.50	-62.21
1123.60	-62.21
1123.70	-62.21
1123.80	-62.21
1123.90	-62.21
1124.00	-62.21
1124.10	-62.21
1124.20	-62.21
1124.30	-62.21
1124.40	-62.21
1124.50	-62.21
1124.60	-62.22
1124.70	-62.22
1124.80	-62.22
1124.90	-62.22
1125.00	-62.22
1125.10	-62.22
1125.20	-62.22
1125.30	-62.22
1125.40	-62.22
1125.50	-62.22
1125.60	-62.22
1125.70	-62.22
1125.80	-62.22
1125.90	-62.22
1126.00	-62.22
1126.10	-62.22
1126.20	-62.22
1126.30	-62.22
1126.40	-62.22
1126.50	-62.22
1126.60	-62.22
1126.70	-62.22
1126.80	-62.22
1126.90	-62.22
1127.00	-62.22
1127.10	-62.22
1127.20	-62.22
1127.30	-62.22
1127.40	-62.22
1127.50	-62.22
1127.60	-62.22
1127.70	-62.22
1127.80	-62.22
1127.90	-62.22
1128.00	-62.22
1128.10	-62.22
1128.20	-62.22
1128.30	-62.22
1128.40	-62.22
1128.50	-62.22
1128.60	-62.22
1128.70	-62.22
1128.80	-62.22
1128.90	-62.22
1129.00	-62.23
1129.10	-62.23
1129.20	-62.23
1129.30	-62.23
1129.40	-62.23
1129.50	-62.23
1129.60	-62.23
1129.70	-62.23
1129.80	-62.23
1129.90	-62.23
1130.00	-62.23
1130.10	-62.23
1130.20	-62.23
1130.30	-62.23
1130.40	-62.23
1130.50	-62.23
1130.60	-62.23
1130.70	-62.23
1130.80	-62.23
1130.90	-62.23
1131.00	-62.23
1131.10	-62.23
1131.20	-62.23
1131.30	-62.23
1131.40	-62.23
1131.50	-62.23
1131.60	-62.23
1131.70	-62.23
1131.80	-62.23
1131.90	-62.23
1132.00	-62.23
1132.10	-62.23
1132.20	-62.23
1132.30	-62.23
1132.40	-62.23
1132.50	-62.23
1132.60	-62.23
1132.70	-62.23
1132.80	-62.23
1132.90	-62.23
1133.00	-62.23
1133.10	-62.23
1133.20	-62.23
1133.30	-62.23
1133.40	-62.23
1133.50	-62.23
1133.60	-62.23
1133.70	-62.23
1133.80	-62.23
1133.90	-62.23
1134.00	-62.23
1134.10	-62.23
1134.20	-62.23
1134.30	-62.23
1134.40	-62.23
1134.50	-62.23
1134.60	-62.23
1134.70	-62.24
1134.80	-62.24
1134.90	-62.24
1135.00	-62.24
1135.10	-62.24
1135.20	-62.24
1135.30	-62.24
1135.40	-62.24
1135.50	-62.24
1135.60	-62.24
1135.70	-62.24
1135.80	-62.24
1135.90	-62.24
1136.00	-62.24
1136.10	-62.24
1136.20	-62.24
1136.30	-62.24
1136.40	-62.24
1136.50	-62.24
1136.60	-62.24
1136.70	-62.24
1136.80	-62.24
1136.90	-62.24
1137.00	-62.24
1137.10	-62.24
1137.20	-62.24
1137.30	-62.24
1137.40	-62.24
1137.50	-62.24
1137.60	-62.24
1137.70	-62.24
1137.80	-62.24
1137.90	-62.24
1138.00	-62.24
1138.10	-62.24
1138.20	-62.24
1138.30	-62.24
1138.40	-62.24
1138.50	-62.24
1138.60	-62.24
1138.70	-62.24
1138.80	-62.24
1138.90	-62.24
1139.00	-62.24
1139.10	-62.24
1139.20	-62.24
1139.30	-62.24
1139.40	-62.24
1139.50	-62.24
1139.60	-62.24
1139.70	-62.24
1139.80	-62.24
1139.90	-62.24
1140.00	-62.24
1140.10	-62.24
1140.20	-62.24
1140.30	-62.24
1140.40	-62.24
1140.50	-62.24
1140.60	-62.24
1140.70	-62.24
1140.80	-62.24
1140.90	-62.24
1141.00	-62.24
1141.10	-62.24
1141.20	-62.24
1141.30	-62.24
1141.40	-62.24
1141.50	-62.24
1141.60	-62.24
1141.70	-62.24
1141.80	-62.24
1141.90	-62.24
1142.00	-62.24
1142.10	-62.24
1142.20	-62.24
1142.30	-62.24
1142.40	-62.24
1142.50	-62.24
1142.60	-62.24
1142.70	-62.25
1142.80	-62.25
1142.90	-62.25
1143.00	-62.25
1143.10	-62.25
1143.20	-62.25
1143.30	-62.25
1143.40	-62.25
1143.50	-62.25
1143.60	-62.25
1143.70	-62.25
1143.80	-62.25
1143.90	-62.25
1144.00	-62.25
1144.10	-62.25
1144.20	-62.25
1144.30	-62.25
1144.40	-62.25
1144.50	-62.25
1144.60	-62.25
1144.70	-62.25
1144.80	-62.25
1144.90	-62.25
1145.00	-62.25
1145.10	-62.25
1145.20	-62.25
1145.30	-62.25
1145.40	-62.25
1145.50	-62.25
1145.60	-62.25
1145.70	-62.25
1145.80	-62.25
1145.90	-62.25
1146.00	-62.25
1146.10	-62.25
1146.20	-62.25
1146.30	-62.25
1146.40	-62.25
1146.50	-62.25
1146.60	-62.25
1146.70	-62.25
1146.80	-62.25
1146.90	-62.25
1147.00	-62.25
1147.10	-62.25
1147.20	-62.25
1147.30	-62.25
1147.40	-62.25
1147.50	-62.25
1147.60	-62.25
1147.70	-62.25
1147.80	-62.25
1147.90	-62.25
1148.00	-62.25
1148.10	-62.25
1148.20	-62.25
1148.30	-62.25
1148.40	-62.25
1148.50	-62.25
1148.60	-62.25
1148.70	-62.25
1148.80	-62.25
1148.90	-62.25
1149.00	-62.25
1149.10	-62.25
1149.20	-62.25
1149.30	-62.25
1149.40	-62.25
1149.50	-62.25
1149.60	-62.25
1149.70	-62.25
1149.80	-62.25
1149.90	-62.25
1150.00	-62.25
1150.10	-62.25
1150.20	-62.25
1150.30	-62.25
1150.40	-62.25
1150.50	-62.25
1150.60	-62.25
1150.70	-62.25
1150.80	-62.25
1150.90	-62.25
1151.00	-62.25
1151.10	-62.25
1151.20	-62.25
1151.30	-62.25
1151.40	-62.25
1151.50	-62.25
1151.60	-62.25
1151.70	-62.25
1151.80	-62.25
1151.90	-62.25
1152.00	-62.25
1152.10	-62.25
1152.20	-62.25
1152.30	-62.25
1152.40	-62.25
1152.50	-62.25
1152.60	-62.25
1152.70	-62.25
1152.80	-62.25
1152.90	-62.25
1153.00	-62.25
1153.10	-62.25
1153.20	-62.25
1153.30	-62.25
1153.40	-62.25
1153.50	-62.25
1153.60	-62.25
1153.70	-62.25
1153.80	-62.25
1153.90	-62.25
1154.00	-62.25
1154.10	-62.25
1154.20	-62.25
1154.30	-62.25
1154.40	-62.25
1154.50	-62.25
1154.60	-62.25
1154.70	-62.25
1154.80	-62.25
1154.90	-62.25
1155.00	-62.25
1155.10	-62.25
1155.20	-62.25
1155.30	-62.25
1155.40	-62.25
1155.50	-62.25
1155.60	-62.25
1155.70	-62.25
1155.80	-62.25
1155.90	-62.25
1156.00	-62.25
1156.10	-62.25
1156.20	-62.25
1156.30	-62.25
1156.40	-62.25
1156.50	-62.25
1156.60	-62.25
1156.70	-62.25
1156.80	-62.25
1156.90	-62.26
1157.00	-62.26
1157.10	-62.26
1157.20	-62.26
1157.30	-62.26
1157.40	-62.26
1157.50	-62.26
1157.60	-62.26
1157.70	-62.26
1157.80	-62.26
1157.90	-62.26
1158.00	-62.26
1158.10	-62.26
1158.20	-62.26
1158.30	-62.26
1158.40	-62.26
1158.50	-62.26
1158.60	-62.26
1158.70	-62.26
1158.80	-62.26
1158.90	-62.26
1159.00	-62.26
1159.10	-62.26
1159.20	-62.26
1159.30	-62.26
1159.40	-62.26
1159.50	-62.26
1159.60	-62.26
1159.70	-62.26
1159.80	-62.26
1159.90	-62.26
1160.00	-62.26
1160.10	-62.26
1160.20	-62.26
1160.30	-62.26
1160.40	-62.26
1160.50	-62.26
1160.60	-62.26
1160.70	-62.26
1160.80	-62.26
1160.90	-62.26
1161.00	-62.26
1161.10	-62.26
1161.20	-62.26
1161.30	-62.26
1161.40	-62.26
1161.50	-62.26
1161.60	-62.26
1161.70	-62.26
1161.80	-62.26
1161.90	-62.26
1162.00	-62.26
1162.10	-62.26
1162.20	-62.26
1162.30	-62.26
1162.40	-62.26
1162.50	-62.26
1162.60	-62.26
1162.70	-62.26
1162.80	-62.26
1162.90	-62.26
1163.00	-62.26
1163.10	-62.26
1163.20	-62.26
1163.30	-62.26
1163.40	-62.26
1163.50	-62.26
1163.60	-62.26
1163.70	-62.26
1163.80	-62.26
1163.90	-62.26
1164.00	-62.26
1164.10	-62.26
1164.20	-62.26
1164.30	-62.26
1164.40	-62.26
1164.50	-62.26
1164.60	-62.26
1164.70	-62.26
1164.80	-62.26
1164.90	-62.26
1165.00	-62.26
1165.10	-62.26
1165.20	-62.26
1165.30	-62.26
1165.40	-62.26
1165.50	-62.26
1165.60	-62.26
1165.70	-62.26
1165.80	-62.26
1165.90	-62.26
1166.00	-62.26
1166.10	-62.26
1166.20	-62.26
1166.30	-62.26
1166.40	-62.26
1166.50	-62.26
1166.60	-62.26
1166.70	-62.26
1166.80	-62.26
1166.90	-62.26
1167.00	-62.26
1167.10	-62.26
